Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)
Task: 5 Train Epoch: 68 [1280/5000 (25%)]	Loss: 2.301909
Task: 5 Train Epoch: 68 [2560/5000 (50%)]	Loss: 2.302531
Task: 5 Train Epoch: 68 [3840/5000 (75%)]	Loss: 2.302896
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 69 [0/5000 (0%)]	Loss: 2.302377
Task: 5 Train Epoch: 69 [1280/5000 (25%)]	Loss: 2.303565
Task: 5 Train Epoch: 69 [2560/5000 (50%)]	Loss: 2.303967
Task: 5 Train Epoch: 69 [3840/5000 (75%)]	Loss: 2.302257
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 70 [0/5000 (0%)]	Loss: 2.303499
Task: 5 Train Epoch: 70 [1280/5000 (25%)]	Loss: 2.301958
Task: 5 Train Epoch: 70 [2560/5000 (50%)]	Loss: 2.302238
Task: 5 Train Epoch: 70 [3840/5000 (75%)]	Loss: 2.303129
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 71 [0/5000 (0%)]	Loss: 2.305189
Task: 5 Train Epoch: 71 [1280/5000 (25%)]	Loss: 2.302349
Task: 5 Train Epoch: 71 [2560/5000 (50%)]	Loss: 2.300599
Task: 5 Train Epoch: 71 [3840/5000 (75%)]	Loss: 2.302199
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 72 [0/5000 (0%)]	Loss: 2.302058
Task: 5 Train Epoch: 72 [1280/5000 (25%)]	Loss: 2.304955
Task: 5 Train Epoch: 72 [2560/5000 (50%)]	Loss: 2.301363
Task: 5 Train Epoch: 72 [3840/5000 (75%)]	Loss: 2.304260
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 73 [0/5000 (0%)]	Loss: 2.302609
Task: 5 Train Epoch: 73 [1280/5000 (25%)]	Loss: 2.301919
Task: 5 Train Epoch: 73 [2560/5000 (50%)]	Loss: 2.303714
Task: 5 Train Epoch: 73 [3840/5000 (75%)]	Loss: 2.302730
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 74 [0/5000 (0%)]	Loss: 2.302241
Task: 5 Train Epoch: 74 [1280/5000 (25%)]	Loss: 2.303580
Task: 5 Train Epoch: 74 [2560/5000 (50%)]	Loss: 2.303347
Task: 5 Train Epoch: 74 [3840/5000 (75%)]	Loss: 2.303083
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 75 [0/5000 (0%)]	Loss: 2.304641
Task: 5 Train Epoch: 75 [1280/5000 (25%)]	Loss: 2.299847
Task: 5 Train Epoch: 75 [2560/5000 (50%)]	Loss: 2.302553
Task: 5 Train Epoch: 75 [3840/5000 (75%)]	Loss: 2.304525
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 76 [0/5000 (0%)]	Loss: 2.301917
Task: 5 Train Epoch: 76 [1280/5000 (25%)]	Loss: 2.302824
Task: 5 Train Epoch: 76 [2560/5000 (50%)]	Loss: 2.303412
Task: 5 Train Epoch: 76 [3840/5000 (75%)]	Loss: 2.302260
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 77 [0/5000 (0%)]	Loss: 2.302340
Task: 5 Train Epoch: 77 [1280/5000 (25%)]	Loss: 2.303557
Task: 5 Train Epoch: 77 [2560/5000 (50%)]	Loss: 2.302348
Task: 5 Train Epoch: 77 [3840/5000 (75%)]	Loss: 2.304332
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 78 [0/5000 (0%)]	Loss: 2.303153
Task: 5 Train Epoch: 78 [1280/5000 (25%)]	Loss: 2.302343
Task: 5 Train Epoch: 78 [2560/5000 (50%)]	Loss: 2.300761
Task: 5 Train Epoch: 78 [3840/5000 (75%)]	Loss: 2.302948
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 79 [0/5000 (0%)]	Loss: 2.303365
Task: 5 Train Epoch: 79 [1280/5000 (25%)]	Loss: 2.301924
Task: 5 Train Epoch: 79 [2560/5000 (50%)]	Loss: 2.304369
Task: 5 Train Epoch: 79 [3840/5000 (75%)]	Loss: 2.304254
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 80 [0/5000 (0%)]	Loss: 2.304486
Task: 5 Train Epoch: 80 [1280/5000 (25%)]	Loss: 2.303331
Task: 5 Train Epoch: 80 [2560/5000 (50%)]	Loss: 2.301489
Task: 5 Train Epoch: 80 [3840/5000 (75%)]	Loss: 2.302565
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 81 [0/5000 (0%)]	Loss: 2.303471
Task: 5 Train Epoch: 81 [1280/5000 (25%)]	Loss: 2.304570
Task: 5 Train Epoch: 81 [2560/5000 (50%)]	Loss: 2.301065
Task: 5 Train Epoch: 81 [3840/5000 (75%)]	Loss: 2.303270
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 82 [0/5000 (0%)]	Loss: 2.302947
Task: 5 Train Epoch: 82 [1280/5000 (25%)]	Loss: 2.301557
Task: 5 Train Epoch: 82 [2560/5000 (50%)]	Loss: 2.303077
Task: 5 Train Epoch: 82 [3840/5000 (75%)]	Loss: 2.303275
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 83 [0/5000 (0%)]	Loss: 2.303146
Task: 5 Train Epoch: 83 [1280/5000 (25%)]	Loss: 2.302265
Task: 5 Train Epoch: 83 [2560/5000 (50%)]	Loss: 2.304594
Task: 5 Train Epoch: 83 [3840/5000 (75%)]	Loss: 2.304847
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 84 [0/5000 (0%)]	Loss: 2.304507
Task: 5 Train Epoch: 84 [1280/5000 (25%)]	Loss: 2.303911
Task: 5 Train Epoch: 84 [2560/5000 (50%)]	Loss: 2.304658
Task: 5 Train Epoch: 84 [3840/5000 (75%)]	Loss: 2.306472
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 85 [0/5000 (0%)]	Loss: 2.301733
Task: 5 Train Epoch: 85 [1280/5000 (25%)]	Loss: 2.301480
Task: 5 Train Epoch: 85 [2560/5000 (50%)]	Loss: 2.303388
Task: 5 Train Epoch: 85 [3840/5000 (75%)]	Loss: 2.302815
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 86 [0/5000 (0%)]	Loss: 2.301756
Task: 5 Train Epoch: 86 [1280/5000 (25%)]	Loss: 2.302191
Task: 5 Train Epoch: 86 [2560/5000 (50%)]	Loss: 2.306166
Task: 5 Train Epoch: 86 [3840/5000 (75%)]	Loss: 2.303358
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 87 [0/5000 (0%)]	Loss: 2.300735
Task: 5 Train Epoch: 87 [1280/5000 (25%)]	Loss: 2.303108
Task: 5 Train Epoch: 87 [2560/5000 (50%)]	Loss: 2.304434
Task: 5 Train Epoch: 87 [3840/5000 (75%)]	Loss: 2.306719
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 88 [0/5000 (0%)]	Loss: 2.302991
Task: 5 Train Epoch: 88 [1280/5000 (25%)]	Loss: 2.302046
Task: 5 Train Epoch: 88 [2560/5000 (50%)]	Loss: 2.301920
Task: 5 Train Epoch: 88 [3840/5000 (75%)]	Loss: 2.302751
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 89 [0/5000 (0%)]	Loss: 2.302139
Task: 5 Train Epoch: 89 [1280/5000 (25%)]	Loss: 2.305548
Task: 5 Train Epoch: 89 [2560/5000 (50%)]	Loss: 2.302994
Task: 5 Train Epoch: 89 [3840/5000 (75%)]	Loss: 2.303670
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 90 [0/5000 (0%)]	Loss: 2.304571
Task: 5 Train Epoch: 90 [1280/5000 (25%)]	Loss: 2.303030
Task: 5 Train Epoch: 90 [2560/5000 (50%)]	Loss: 2.302460
Task: 5 Train Epoch: 90 [3840/5000 (75%)]	Loss: 2.302198
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 91 [0/5000 (0%)]	Loss: 2.304360
Task: 5 Train Epoch: 91 [1280/5000 (25%)]	Loss: 2.302191
Task: 5 Train Epoch: 91 [2560/5000 (50%)]	Loss: 2.302103
Task: 5 Train Epoch: 91 [3840/5000 (75%)]	Loss: 2.305973
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 92 [0/5000 (0%)]	Loss: 2.300945
Task: 5 Train Epoch: 92 [1280/5000 (25%)]	Loss: 2.305388
Task: 5 Train Epoch: 92 [2560/5000 (50%)]	Loss: 2.301691
Task: 5 Train Epoch: 92 [3840/5000 (75%)]	Loss: 2.301320
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 93 [0/5000 (0%)]	Loss: 2.303074
Task: 5 Train Epoch: 93 [1280/5000 (25%)]	Loss: 2.304691
Task: 5 Train Epoch: 93 [2560/5000 (50%)]	Loss: 2.302160
Task: 5 Train Epoch: 93 [3840/5000 (75%)]	Loss: 2.303979
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 94 [0/5000 (0%)]	Loss: 2.303680
Task: 5 Train Epoch: 94 [1280/5000 (25%)]	Loss: 2.304691
Task: 5 Train Epoch: 94 [2560/5000 (50%)]	Loss: 2.302753
Task: 5 Train Epoch: 94 [3840/5000 (75%)]	Loss: 2.302464
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 95 [0/5000 (0%)]	Loss: 2.304027
Task: 5 Train Epoch: 95 [1280/5000 (25%)]	Loss: 2.304795
Task: 5 Train Epoch: 95 [2560/5000 (50%)]	Loss: 2.304622
Task: 5 Train Epoch: 95 [3840/5000 (75%)]	Loss: 2.301198
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 96 [0/5000 (0%)]	Loss: 2.303833
Task: 5 Train Epoch: 96 [1280/5000 (25%)]	Loss: 2.303152
Task: 5 Train Epoch: 96 [2560/5000 (50%)]	Loss: 2.301219
Task: 5 Train Epoch: 96 [3840/5000 (75%)]	Loss: 2.301317
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 97 [0/5000 (0%)]	Loss: 2.300826
Task: 5 Train Epoch: 97 [1280/5000 (25%)]	Loss: 2.301866
Task: 5 Train Epoch: 97 [2560/5000 (50%)]	Loss: 2.304427
Task: 5 Train Epoch: 97 [3840/5000 (75%)]	Loss: 2.302457
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 98 [0/5000 (0%)]	Loss: 2.301822
Task: 5 Train Epoch: 98 [1280/5000 (25%)]	Loss: 2.303118
Task: 5 Train Epoch: 98 [2560/5000 (50%)]	Loss: 2.302179
Task: 5 Train Epoch: 98 [3840/5000 (75%)]	Loss: 2.302809
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 5 Train Epoch: 99 [0/5000 (0%)]	Loss: 2.303624
Task: 5 Train Epoch: 99 [1280/5000 (25%)]	Loss: 2.304987
Task: 5 Train Epoch: 99 [2560/5000 (50%)]	Loss: 2.299921
Task: 5 Train Epoch: 99 [3840/5000 (75%)]	Loss: 2.302295
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Saving head (task#: 5)
Computing MAS
Loading head (task#:0)
Loading mask (task#:0)
Files already downloaded and verified
Files already downloaded and verified
Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 802/1000(80%)

Trained Task:5, Loaded task:0, Accuracy:80.2%
Loading head (task#:1)
Loading mask (task#:1)
Files already downloaded and verified
Files already downloaded and verified
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 639/1000(64%)

Trained Task:5, Loaded task:1, Accuracy:63.9%
Loading head (task#:2)
Loading mask (task#:2)
Files already downloaded and verified
Files already downloaded and verified
Task: 2   Test set: Avg. loss: 0.0009, Accuracy: 692/1000(69%)

Trained Task:5, Loaded task:2, Accuracy:69.2%
Loading head (task#:3)
Loading mask (task#:3)
Files already downloaded and verified
Files already downloaded and verified
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Trained Task:5, Loaded task:3, Accuracy:10.0%
Loading head (task#:4)
Loading mask (task#:4)
Files already downloaded and verified
Files already downloaded and verified
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Trained Task:5, Loaded task:4, Accuracy:10.0%
Loading head (task#:5)
Loading mask (task#:5)
Files already downloaded and verified
Files already downloaded and verified
Task: 5   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Trained Task:5, Loaded task:5, Accuracy:10.0%
Files already downloaded and verified
Files already downloaded and verified
Layer        : conv1_layer.2.weight
Sum Omega    : 58633.7734375
Max Fisher   : 0.28232404589653015
Max Omega    : 56.33026123046875
Max Relevance: 0.0
Mask active  : 16384.0/16384

Layer        : conv2_layer.2.weight
Sum Omega    : 42033.83984375
Max Fisher   : 0.3031895160675049
Max Omega    : 15.147443771362305
Max Relevance: 0.1418253779411316
Mask active  : 4096.0/8192

Layer        : fc1_layer.0.weight
Sum Omega    : 66581.609375
Max Fisher   : 0.02753710187971592
Max Omega    : 1.3289564847946167
Max Relevance: 0.015529867261648178
Mask active  : 1024.0/1024

Saving  mask (task#:6)
Task: 6 Train Epoch: 0 [0/5000 (0%)]	Loss: 2.292913
Task: 6 Train Epoch: 0 [1280/5000 (25%)]	Loss: 2.312803
Task: 6 Train Epoch: 0 [2560/5000 (50%)]	Loss: 2.298218
Task: 6 Train Epoch: 0 [3840/5000 (75%)]	Loss: 2.300821
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 1 [0/5000 (0%)]	Loss: 2.301695
Task: 6 Train Epoch: 1 [1280/5000 (25%)]	Loss: 2.301238
Task: 6 Train Epoch: 1 [2560/5000 (50%)]	Loss: 2.313149
Task: 6 Train Epoch: 1 [3840/5000 (75%)]	Loss: 2.301298
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 2 [0/5000 (0%)]	Loss: 2.305925
Task: 6 Train Epoch: 2 [1280/5000 (25%)]	Loss: 2.326754
Task: 6 Train Epoch: 2 [2560/5000 (50%)]	Loss: 2.298348
Task: 6 Train Epoch: 2 [3840/5000 (75%)]	Loss: 2.302150
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 3 [0/5000 (0%)]	Loss: 2.304888
Task: 6 Train Epoch: 3 [1280/5000 (25%)]	Loss: 2.304253
Task: 6 Train Epoch: 3 [2560/5000 (50%)]	Loss: 2.312852
Task: 6 Train Epoch: 3 [3840/5000 (75%)]	Loss: 2.303671
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 4 [0/5000 (0%)]	Loss: 2.301449
Task: 6 Train Epoch: 4 [1280/5000 (25%)]	Loss: 2.310088
Task: 6 Train Epoch: 4 [2560/5000 (50%)]	Loss: 2.303767
Task: 6 Train Epoch: 4 [3840/5000 (75%)]	Loss: 2.304687
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 5 [0/5000 (0%)]	Loss: 2.302512
Task: 6 Train Epoch: 5 [1280/5000 (25%)]	Loss: 2.322852
Task: 6 Train Epoch: 5 [2560/5000 (50%)]	Loss: 2.297756
Task: 6 Train Epoch: 5 [3840/5000 (75%)]	Loss: 2.305003
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 6 [0/5000 (0%)]	Loss: 2.305683
Task: 6 Train Epoch: 6 [1280/5000 (25%)]	Loss: 2.310966
Task: 6 Train Epoch: 6 [2560/5000 (50%)]	Loss: 2.315962
Task: 6 Train Epoch: 6 [3840/5000 (75%)]	Loss: 2.315918
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 7 [0/5000 (0%)]	Loss: 2.311767
Task: 6 Train Epoch: 7 [1280/5000 (25%)]	Loss: 2.298291
Task: 6 Train Epoch: 7 [2560/5000 (50%)]	Loss: 2.316455
Task: 6 Train Epoch: 7 [3840/5000 (75%)]	Loss: 2.304379
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 8 [0/5000 (0%)]	Loss: 2.310704
Task: 6 Train Epoch: 8 [1280/5000 (25%)]	Loss: 2.315259
Task: 6 Train Epoch: 8 [2560/5000 (50%)]	Loss: 2.307453
Task: 6 Train Epoch: 8 [3840/5000 (75%)]	Loss: 2.305905
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 9 [0/5000 (0%)]	Loss: 2.307361
Task: 6 Train Epoch: 9 [1280/5000 (25%)]	Loss: 2.310718
Task: 6 Train Epoch: 9 [2560/5000 (50%)]	Loss: 2.311469
Task: 6 Train Epoch: 9 [3840/5000 (75%)]	Loss: 2.308478
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 10 [0/5000 (0%)]	Loss: 2.302230
Task: 6 Train Epoch: 10 [1280/5000 (25%)]	Loss: 2.318916
Task: 6 Train Epoch: 10 [2560/5000 (50%)]	Loss: 2.316178
Task: 6 Train Epoch: 10 [3840/5000 (75%)]	Loss: 2.305052
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 11 [0/5000 (0%)]	Loss: 2.308635
Task: 6 Train Epoch: 11 [1280/5000 (25%)]	Loss: 2.301770
Task: 6 Train Epoch: 11 [2560/5000 (50%)]	Loss: 2.300395
Task: 6 Train Epoch: 11 [3840/5000 (75%)]	Loss: 2.306616
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 12 [0/5000 (0%)]	Loss: 2.307237
Task: 6 Train Epoch: 12 [1280/5000 (25%)]	Loss: 2.316998
Task: 6 Train Epoch: 12 [2560/5000 (50%)]	Loss: 2.306834
Task: 6 Train Epoch: 12 [3840/5000 (75%)]	Loss: 2.302614
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 13 [0/5000 (0%)]	Loss: 2.308581
Task: 6 Train Epoch: 13 [1280/5000 (25%)]	Loss: 2.320782
Task: 6 Train Epoch: 13 [2560/5000 (50%)]	Loss: 2.306830
Task: 6 Train Epoch: 13 [3840/5000 (75%)]	Loss: 2.310865
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 14 [0/5000 (0%)]	Loss: 2.302983
Task: 6 Train Epoch: 14 [1280/5000 (25%)]	Loss: 2.291691
Task: 6 Train Epoch: 14 [2560/5000 (50%)]	Loss: 2.314539
Task: 6 Train Epoch: 14 [3840/5000 (75%)]	Loss: 2.307655
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 15 [0/5000 (0%)]	Loss: 2.303355
Task: 6 Train Epoch: 15 [1280/5000 (25%)]	Loss: 2.317222
Task: 6 Train Epoch: 15 [2560/5000 (50%)]	Loss: 2.308245
Task: 6 Train Epoch: 15 [3840/5000 (75%)]	Loss: 2.303702
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 16 [0/5000 (0%)]	Loss: 2.310090
Task: 6 Train Epoch: 16 [1280/5000 (25%)]	Loss: 2.312392
Task: 6 Train Epoch: 16 [2560/5000 (50%)]	Loss: 2.298504
Task: 6 Train Epoch: 16 [3840/5000 (75%)]	Loss: 2.300865
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 17 [0/5000 (0%)]	Loss: 2.303270
Task: 6 Train Epoch: 17 [1280/5000 (25%)]	Loss: 2.289545
Task: 6 Train Epoch: 17 [2560/5000 (50%)]	Loss: 2.314322
Task: 6 Train Epoch: 17 [3840/5000 (75%)]	Loss: 2.297937
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 18 [0/5000 (0%)]	Loss: 2.303144
Task: 6 Train Epoch: 18 [1280/5000 (25%)]	Loss: 2.299788
Task: 6 Train Epoch: 18 [2560/5000 (50%)]	Loss: 2.308369
Task: 6 Train Epoch: 18 [3840/5000 (75%)]	Loss: 2.304890
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 19 [0/5000 (0%)]	Loss: 2.307475
Task: 6 Train Epoch: 19 [1280/5000 (25%)]	Loss: 2.312163
Task: 6 Train Epoch: 19 [2560/5000 (50%)]	Loss: 2.303330
Task: 6 Train Epoch: 19 [3840/5000 (75%)]	Loss: 2.312600
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 20 [0/5000 (0%)]	Loss: 2.308300
Task: 6 Train Epoch: 20 [1280/5000 (25%)]	Loss: 2.297570
Task: 6 Train Epoch: 20 [2560/5000 (50%)]	Loss: 2.305068
Task: 6 Train Epoch: 20 [3840/5000 (75%)]	Loss: 2.305628
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 21 [0/5000 (0%)]	Loss: 2.306596
Task: 6 Train Epoch: 21 [1280/5000 (25%)]	Loss: 2.307536
Task: 6 Train Epoch: 21 [2560/5000 (50%)]	Loss: 2.300015
Task: 6 Train Epoch: 21 [3840/5000 (75%)]	Loss: 2.296189
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 22 [0/5000 (0%)]	Loss: 2.298858
Task: 6 Train Epoch: 22 [1280/5000 (25%)]	Loss: 2.308875
Task: 6 Train Epoch: 22 [2560/5000 (50%)]	Loss: 2.305763
Task: 6 Train Epoch: 22 [3840/5000 (75%)]	Loss: 2.305017
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 23 [0/5000 (0%)]	Loss: 2.297771
Task: 6 Train Epoch: 23 [1280/5000 (25%)]	Loss: 2.322315
Task: 6 Train Epoch: 23 [2560/5000 (50%)]	Loss: 2.305456
Task: 6 Train Epoch: 23 [3840/5000 (75%)]	Loss: 2.303731
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 24 [0/5000 (0%)]	Loss: 2.318644
Task: 6 Train Epoch: 24 [1280/5000 (25%)]	Loss: 2.305984
Task: 6 Train Epoch: 24 [2560/5000 (50%)]	Loss: 2.303639
Task: 6 Train Epoch: 24 [3840/5000 (75%)]	Loss: 2.320634
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 25 [0/5000 (0%)]	Loss: 2.300100
Task: 6 Train Epoch: 25 [1280/5000 (25%)]	Loss: 2.336144
Task: 6 Train Epoch: 25 [2560/5000 (50%)]	Loss: 2.298179
Task: 6 Train Epoch: 25 [3840/5000 (75%)]	Loss: 2.305608
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 26 [0/5000 (0%)]	Loss: 2.307753
Task: 6 Train Epoch: 26 [1280/5000 (25%)]	Loss: 2.321986
Task: 6 Train Epoch: 26 [2560/5000 (50%)]	Loss: 2.307701
Task: 6 Train Epoch: 26 [3840/5000 (75%)]	Loss: 2.300462
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 27 [0/5000 (0%)]	Loss: 2.308697
Task: 6 Train Epoch: 27 [1280/5000 (25%)]	Loss: 2.304950
Task: 6 Train Epoch: 27 [2560/5000 (50%)]	Loss: 2.320585
Task: 6 Train Epoch: 27 [3840/5000 (75%)]	Loss: 2.305533
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 28 [0/5000 (0%)]	Loss: 2.292761
Task: 6 Train Epoch: 28 [1280/5000 (25%)]	Loss: 2.306554
Task: 6 Train Epoch: 28 [2560/5000 (50%)]	Loss: 2.304361
Task: 6 Train Epoch: 28 [3840/5000 (75%)]	Loss: 2.298349
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 29 [0/5000 (0%)]	Loss: 2.314806
Task: 6 Train Epoch: 29 [1280/5000 (25%)]	Loss: 2.307082
Task: 6 Train Epoch: 29 [2560/5000 (50%)]	Loss: 2.311212
Task: 6 Train Epoch: 29 [3840/5000 (75%)]	Loss: 2.301111
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 30 [0/5000 (0%)]	Loss: 2.304763
Task: 6 Train Epoch: 30 [1280/5000 (25%)]	Loss: 2.318255
Task: 6 Train Epoch: 30 [2560/5000 (50%)]	Loss: 2.297207
Task: 6 Train Epoch: 30 [3840/5000 (75%)]	Loss: 2.298776
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 31 [0/5000 (0%)]	Loss: 2.297558
Task: 6 Train Epoch: 31 [1280/5000 (25%)]	Loss: 2.299594
Task: 6 Train Epoch: 31 [2560/5000 (50%)]	Loss: 2.301360
Task: 6 Train Epoch: 31 [3840/5000 (75%)]	Loss: 2.307598
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 32 [0/5000 (0%)]	Loss: 2.304859
Task: 6 Train Epoch: 32 [1280/5000 (25%)]	Loss: 2.316620
Task: 6 Train Epoch: 32 [2560/5000 (50%)]	Loss: 2.309314
Task: 6 Train Epoch: 32 [3840/5000 (75%)]	Loss: 2.301739
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 33 [0/5000 (0%)]	Loss: 2.299264
Task: 6 Train Epoch: 33 [1280/5000 (25%)]	Loss: 2.304748
Task: 6 Train Epoch: 33 [2560/5000 (50%)]	Loss: 2.309952
Task: 6 Train Epoch: 33 [3840/5000 (75%)]	Loss: 2.315495
Task: 6   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 6 Train Epoch: 34 [0/5000 (0%)]	Loss: 2.313306
Task: 6 Train Epoch: 34 [1280/5000 (25%)]	Loss: 2.299458
