Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 730/1000(73%)

Task: 4 Train Epoch: 54 [0/5000 (0%)]	Loss: 0.259691
Task: 4 Train Epoch: 54 [1280/5000 (25%)]	Loss: 0.273988
Task: 4 Train Epoch: 54 [2560/5000 (50%)]	Loss: 0.185893
Task: 4 Train Epoch: 54 [3840/5000 (75%)]	Loss: 0.263473

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 740/1000(74%)

Task: 4 Train Epoch: 55 [0/5000 (0%)]	Loss: 0.202906
Task: 4 Train Epoch: 55 [1280/5000 (25%)]	Loss: 0.186660
Task: 4 Train Epoch: 55 [2560/5000 (50%)]	Loss: 0.186368
Task: 4 Train Epoch: 55 [3840/5000 (75%)]	Loss: 0.205641

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 56 [0/5000 (0%)]	Loss: 0.295896
Task: 4 Train Epoch: 56 [1280/5000 (25%)]	Loss: 0.335681
Task: 4 Train Epoch: 56 [2560/5000 (50%)]	Loss: 0.249913
Task: 4 Train Epoch: 56 [3840/5000 (75%)]	Loss: 0.243720

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 57 [0/5000 (0%)]	Loss: 0.230807
Task: 4 Train Epoch: 57 [1280/5000 (25%)]	Loss: 0.233714
Task: 4 Train Epoch: 57 [2560/5000 (50%)]	Loss: 0.256379
Task: 4 Train Epoch: 57 [3840/5000 (75%)]	Loss: 0.205037

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 731/1000(73%)

Task: 4 Train Epoch: 58 [0/5000 (0%)]	Loss: 0.319898
Task: 4 Train Epoch: 58 [1280/5000 (25%)]	Loss: 0.338712
Task: 4 Train Epoch: 58 [2560/5000 (50%)]	Loss: 0.245622
Task: 4 Train Epoch: 58 [3840/5000 (75%)]	Loss: 0.272292

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 729/1000(73%)

Task: 4 Train Epoch: 59 [0/5000 (0%)]	Loss: 0.228609
Task: 4 Train Epoch: 59 [1280/5000 (25%)]	Loss: 0.254415
Task: 4 Train Epoch: 59 [2560/5000 (50%)]	Loss: 0.301272
Task: 4 Train Epoch: 59 [3840/5000 (75%)]	Loss: 0.208352

Task: 4   Test set: Avg. loss: 0.0014, Accuracy: 733/1000(73%)

Task: 4 Train Epoch: 60 [0/5000 (0%)]	Loss: 0.378193
Task: 4 Train Epoch: 60 [1280/5000 (25%)]	Loss: 0.175220
Task: 4 Train Epoch: 60 [2560/5000 (50%)]	Loss: 0.150824
Task: 4 Train Epoch: 60 [3840/5000 (75%)]	Loss: 0.098646

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 730/1000(73%)

Task: 4 Train Epoch: 61 [0/5000 (0%)]	Loss: 0.131483
Task: 4 Train Epoch: 61 [1280/5000 (25%)]	Loss: 0.089321
Task: 4 Train Epoch: 61 [2560/5000 (50%)]	Loss: 0.134433
Task: 4 Train Epoch: 61 [3840/5000 (75%)]	Loss: 0.187622

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 62 [0/5000 (0%)]	Loss: 0.077182
Task: 4 Train Epoch: 62 [1280/5000 (25%)]	Loss: 0.099580
Task: 4 Train Epoch: 62 [2560/5000 (50%)]	Loss: 0.114026
Task: 4 Train Epoch: 62 [3840/5000 (75%)]	Loss: 0.119804

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 63 [0/5000 (0%)]	Loss: 0.135620
Task: 4 Train Epoch: 63 [1280/5000 (25%)]	Loss: 0.081595
Task: 4 Train Epoch: 63 [2560/5000 (50%)]	Loss: 0.080137
Task: 4 Train Epoch: 63 [3840/5000 (75%)]	Loss: 0.138552

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 739/1000(74%)

Task: 4 Train Epoch: 64 [0/5000 (0%)]	Loss: 0.089014
Task: 4 Train Epoch: 64 [1280/5000 (25%)]	Loss: 0.116502
Task: 4 Train Epoch: 64 [2560/5000 (50%)]	Loss: 0.144046
Task: 4 Train Epoch: 64 [3840/5000 (75%)]	Loss: 0.172377

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 742/1000(74%)

Task: 4 Train Epoch: 65 [0/5000 (0%)]	Loss: 0.099569
Task: 4 Train Epoch: 65 [1280/5000 (25%)]	Loss: 0.188283
Task: 4 Train Epoch: 65 [2560/5000 (50%)]	Loss: 0.091014
Task: 4 Train Epoch: 65 [3840/5000 (75%)]	Loss: 0.090808

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 739/1000(74%)

Task: 4 Train Epoch: 66 [0/5000 (0%)]	Loss: 0.098347
Task: 4 Train Epoch: 66 [1280/5000 (25%)]	Loss: 0.063825
Task: 4 Train Epoch: 66 [2560/5000 (50%)]	Loss: 0.101738
Task: 4 Train Epoch: 66 [3840/5000 (75%)]	Loss: 0.067402

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 67 [0/5000 (0%)]	Loss: 0.110373
Task: 4 Train Epoch: 67 [1280/5000 (25%)]	Loss: 0.125051
Task: 4 Train Epoch: 67 [2560/5000 (50%)]	Loss: 0.092206
Task: 4 Train Epoch: 67 [3840/5000 (75%)]	Loss: 0.097317

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 736/1000(74%)

Task: 4 Train Epoch: 68 [0/5000 (0%)]	Loss: 0.118499
Task: 4 Train Epoch: 68 [1280/5000 (25%)]	Loss: 0.136367
Task: 4 Train Epoch: 68 [2560/5000 (50%)]	Loss: 0.115254
Task: 4 Train Epoch: 68 [3840/5000 (75%)]	Loss: 0.115478

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 733/1000(73%)

Task: 4 Train Epoch: 69 [0/5000 (0%)]	Loss: 0.060656
Task: 4 Train Epoch: 69 [1280/5000 (25%)]	Loss: 0.046545
Task: 4 Train Epoch: 69 [2560/5000 (50%)]	Loss: 0.123630
Task: 4 Train Epoch: 69 [3840/5000 (75%)]	Loss: 0.096498

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 736/1000(74%)

Task: 4 Train Epoch: 70 [0/5000 (0%)]	Loss: 0.074630
Task: 4 Train Epoch: 70 [1280/5000 (25%)]	Loss: 0.150565
Task: 4 Train Epoch: 70 [2560/5000 (50%)]	Loss: 0.079951
Task: 4 Train Epoch: 70 [3840/5000 (75%)]	Loss: 0.126487

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 71 [0/5000 (0%)]	Loss: 0.116958
Task: 4 Train Epoch: 71 [1280/5000 (25%)]	Loss: 0.115274
Task: 4 Train Epoch: 71 [2560/5000 (50%)]	Loss: 0.093371
Task: 4 Train Epoch: 71 [3840/5000 (75%)]	Loss: 0.121184

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 72 [0/5000 (0%)]	Loss: 0.101563
Task: 4 Train Epoch: 72 [1280/5000 (25%)]	Loss: 0.060989
Task: 4 Train Epoch: 72 [2560/5000 (50%)]	Loss: 0.120773
Task: 4 Train Epoch: 72 [3840/5000 (75%)]	Loss: 0.119998

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 736/1000(74%)

Task: 4 Train Epoch: 73 [0/5000 (0%)]	Loss: 0.151645
Task: 4 Train Epoch: 73 [1280/5000 (25%)]	Loss: 0.069488
Task: 4 Train Epoch: 73 [2560/5000 (50%)]	Loss: 0.109193
Task: 4 Train Epoch: 73 [3840/5000 (75%)]	Loss: 0.105527

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 74 [0/5000 (0%)]	Loss: 0.102225
Task: 4 Train Epoch: 74 [1280/5000 (25%)]	Loss: 0.146729
Task: 4 Train Epoch: 74 [2560/5000 (50%)]	Loss: 0.114025
Task: 4 Train Epoch: 74 [3840/5000 (75%)]	Loss: 0.087525

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 75 [0/5000 (0%)]	Loss: 0.127796
Task: 4 Train Epoch: 75 [1280/5000 (25%)]	Loss: 0.159289
Task: 4 Train Epoch: 75 [2560/5000 (50%)]	Loss: 0.116141
Task: 4 Train Epoch: 75 [3840/5000 (75%)]	Loss: 0.100366

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 76 [0/5000 (0%)]	Loss: 0.063700
Task: 4 Train Epoch: 76 [1280/5000 (25%)]	Loss: 0.124949
Task: 4 Train Epoch: 76 [2560/5000 (50%)]	Loss: 0.141467
Task: 4 Train Epoch: 76 [3840/5000 (75%)]	Loss: 0.101519

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 739/1000(74%)

Task: 4 Train Epoch: 77 [0/5000 (0%)]	Loss: 0.123109
Task: 4 Train Epoch: 77 [1280/5000 (25%)]	Loss: 0.149569
Task: 4 Train Epoch: 77 [2560/5000 (50%)]	Loss: 0.115645
Task: 4 Train Epoch: 77 [3840/5000 (75%)]	Loss: 0.096450

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 733/1000(73%)

Task: 4 Train Epoch: 78 [0/5000 (0%)]	Loss: 0.106215
Task: 4 Train Epoch: 78 [1280/5000 (25%)]	Loss: 0.101308
Task: 4 Train Epoch: 78 [2560/5000 (50%)]	Loss: 0.090979
Task: 4 Train Epoch: 78 [3840/5000 (75%)]	Loss: 0.065354

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 738/1000(74%)

Task: 4 Train Epoch: 79 [0/5000 (0%)]	Loss: 0.099815
Task: 4 Train Epoch: 79 [1280/5000 (25%)]	Loss: 0.135280
Task: 4 Train Epoch: 79 [2560/5000 (50%)]	Loss: 0.057216
Task: 4 Train Epoch: 79 [3840/5000 (75%)]	Loss: 0.058712

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 738/1000(74%)

Task: 4 Train Epoch: 80 [0/5000 (0%)]	Loss: 0.102424
Task: 4 Train Epoch: 80 [1280/5000 (25%)]	Loss: 0.060853
Task: 4 Train Epoch: 80 [2560/5000 (50%)]	Loss: 0.065556
Task: 4 Train Epoch: 80 [3840/5000 (75%)]	Loss: 0.070382

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 81 [0/5000 (0%)]	Loss: 0.092170
Task: 4 Train Epoch: 81 [1280/5000 (25%)]	Loss: 0.096281
Task: 4 Train Epoch: 81 [2560/5000 (50%)]	Loss: 0.057315
Task: 4 Train Epoch: 81 [3840/5000 (75%)]	Loss: 0.083822

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 734/1000(73%)

Task: 4 Train Epoch: 82 [0/5000 (0%)]	Loss: 0.062162
Task: 4 Train Epoch: 82 [1280/5000 (25%)]	Loss: 0.094099
Task: 4 Train Epoch: 82 [2560/5000 (50%)]	Loss: 0.072017
Task: 4 Train Epoch: 82 [3840/5000 (75%)]	Loss: 0.093264

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 83 [0/5000 (0%)]	Loss: 0.111779
Task: 4 Train Epoch: 83 [1280/5000 (25%)]	Loss: 0.082044
Task: 4 Train Epoch: 83 [2560/5000 (50%)]	Loss: 0.128896
Task: 4 Train Epoch: 83 [3840/5000 (75%)]	Loss: 0.082239

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 84 [0/5000 (0%)]	Loss: 0.076748
Task: 4 Train Epoch: 84 [1280/5000 (25%)]	Loss: 0.069787
Task: 4 Train Epoch: 84 [2560/5000 (50%)]	Loss: 0.060505
Task: 4 Train Epoch: 84 [3840/5000 (75%)]	Loss: 0.093648

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 736/1000(74%)

Task: 4 Train Epoch: 85 [0/5000 (0%)]	Loss: 0.103507
Task: 4 Train Epoch: 85 [1280/5000 (25%)]	Loss: 0.116697
Task: 4 Train Epoch: 85 [2560/5000 (50%)]	Loss: 0.111471
Task: 4 Train Epoch: 85 [3840/5000 (75%)]	Loss: 0.104349

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 736/1000(74%)

Task: 4 Train Epoch: 86 [0/5000 (0%)]	Loss: 0.076538
Task: 4 Train Epoch: 86 [1280/5000 (25%)]	Loss: 0.092352
Task: 4 Train Epoch: 86 [2560/5000 (50%)]	Loss: 0.094339
Task: 4 Train Epoch: 86 [3840/5000 (75%)]	Loss: 0.072843

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 87 [0/5000 (0%)]	Loss: 0.050422
Task: 4 Train Epoch: 87 [1280/5000 (25%)]	Loss: 0.090989
Task: 4 Train Epoch: 87 [2560/5000 (50%)]	Loss: 0.056271
Task: 4 Train Epoch: 87 [3840/5000 (75%)]	Loss: 0.066937

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 88 [0/5000 (0%)]	Loss: 0.117985
Task: 4 Train Epoch: 88 [1280/5000 (25%)]	Loss: 0.099911
Task: 4 Train Epoch: 88 [2560/5000 (50%)]	Loss: 0.066205
Task: 4 Train Epoch: 88 [3840/5000 (75%)]	Loss: 0.108514

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 734/1000(73%)

Task: 4 Train Epoch: 89 [0/5000 (0%)]	Loss: 0.111708
Task: 4 Train Epoch: 89 [1280/5000 (25%)]	Loss: 0.057759
Task: 4 Train Epoch: 89 [2560/5000 (50%)]	Loss: 0.068937
Task: 4 Train Epoch: 89 [3840/5000 (75%)]	Loss: 0.113328

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 735/1000(74%)

Task: 4 Train Epoch: 90 [0/5000 (0%)]	Loss: 0.115590
Task: 4 Train Epoch: 90 [1280/5000 (25%)]	Loss: 0.076554
Task: 4 Train Epoch: 90 [2560/5000 (50%)]	Loss: 0.144741
Task: 4 Train Epoch: 90 [3840/5000 (75%)]	Loss: 0.084836

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 742/1000(74%)

Task: 4 Train Epoch: 91 [0/5000 (0%)]	Loss: 0.070196
Task: 4 Train Epoch: 91 [1280/5000 (25%)]	Loss: 0.032675
Task: 4 Train Epoch: 91 [2560/5000 (50%)]	Loss: 0.106661
Task: 4 Train Epoch: 91 [3840/5000 (75%)]	Loss: 0.074468

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 742/1000(74%)

Task: 4 Train Epoch: 92 [0/5000 (0%)]	Loss: 0.107144
Task: 4 Train Epoch: 92 [1280/5000 (25%)]	Loss: 0.084634
Task: 4 Train Epoch: 92 [2560/5000 (50%)]	Loss: 0.087156
Task: 4 Train Epoch: 92 [3840/5000 (75%)]	Loss: 0.173448

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 742/1000(74%)

Task: 4 Train Epoch: 93 [0/5000 (0%)]	Loss: 0.072106
Task: 4 Train Epoch: 93 [1280/5000 (25%)]	Loss: 0.091921
Task: 4 Train Epoch: 93 [2560/5000 (50%)]	Loss: 0.134808
Task: 4 Train Epoch: 93 [3840/5000 (75%)]	Loss: 0.131120

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 742/1000(74%)

Task: 4 Train Epoch: 94 [0/5000 (0%)]	Loss: 0.084859
Task: 4 Train Epoch: 94 [1280/5000 (25%)]	Loss: 0.079218
Task: 4 Train Epoch: 94 [2560/5000 (50%)]	Loss: 0.088400
Task: 4 Train Epoch: 94 [3840/5000 (75%)]	Loss: 0.087679

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 738/1000(74%)

Task: 4 Train Epoch: 95 [0/5000 (0%)]	Loss: 0.062536
Task: 4 Train Epoch: 95 [1280/5000 (25%)]	Loss: 0.073036
Task: 4 Train Epoch: 95 [2560/5000 (50%)]	Loss: 0.092608
Task: 4 Train Epoch: 95 [3840/5000 (75%)]	Loss: 0.107420

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 738/1000(74%)

Task: 4 Train Epoch: 96 [0/5000 (0%)]	Loss: 0.121880
Task: 4 Train Epoch: 96 [1280/5000 (25%)]	Loss: 0.065339
Task: 4 Train Epoch: 96 [2560/5000 (50%)]	Loss: 0.094499
Task: 4 Train Epoch: 96 [3840/5000 (75%)]	Loss: 0.086840

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 97 [0/5000 (0%)]	Loss: 0.078969
Task: 4 Train Epoch: 97 [1280/5000 (25%)]	Loss: 0.131240
Task: 4 Train Epoch: 97 [2560/5000 (50%)]	Loss: 0.048503
Task: 4 Train Epoch: 97 [3840/5000 (75%)]	Loss: 0.105180

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 741/1000(74%)

Task: 4 Train Epoch: 98 [0/5000 (0%)]	Loss: 0.045153
Task: 4 Train Epoch: 98 [1280/5000 (25%)]	Loss: 0.102259
Task: 4 Train Epoch: 98 [2560/5000 (50%)]	Loss: 0.149172
Task: 4 Train Epoch: 98 [3840/5000 (75%)]	Loss: 0.035694

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 737/1000(74%)

Task: 4 Train Epoch: 99 [0/5000 (0%)]	Loss: 0.086004
Task: 4 Train Epoch: 99 [1280/5000 (25%)]	Loss: 0.047818
Task: 4 Train Epoch: 99 [2560/5000 (50%)]	Loss: 0.100833
Task: 4 Train Epoch: 99 [3840/5000 (75%)]	Loss: 0.067796

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 734/1000(73%)

Saving head
Computing MAS
Loading head (task#:0)
Loading mask (task#:0)
Files already downloaded and verified
Files already downloaded and verified

Task: 0   Test set: Avg. loss: 0.0012, Accuracy: 805/1000(81%)

Trained Task:4, Loaded task:0, Accuracy:80.50000762939453
Loading head (task#:1)
Loading mask (task#:1)
Files already downloaded and verified
Files already downloaded and verified

Task: 1   Test set: Avg. loss: 0.0038, Accuracy: 439/1000(44%)

Trained Task:4, Loaded task:1, Accuracy:43.900001525878906
Loading head (task#:2)
Loading mask (task#:2)
Files already downloaded and verified
Files already downloaded and verified

Task: 2   Test set: Avg. loss: 0.0032, Accuracy: 358/1000(36%)

Trained Task:4, Loaded task:2, Accuracy:35.80000305175781
Loading head (task#:3)
Loading mask (task#:3)
Files already downloaded and verified
Files already downloaded and verified

Task: 3   Test set: Avg. loss: 0.0032, Accuracy: 466/1000(47%)

Trained Task:4, Loaded task:3, Accuracy:46.60000228881836
Loading head (task#:4)
Loading mask (task#:4)
Files already downloaded and verified
Files already downloaded and verified

Task: 4   Test set: Avg. loss: 0.0013, Accuracy: 734/1000(73%)

Trained Task:4, Loaded task:4, Accuracy:73.4000015258789
Files already downloaded and verified
Files already downloaded and verified
Layer        : conv1_layer.2.weight
Sum Omega    : 121743.171875
Max Fisher   : 1.4259002208709717
Max Omega    : 78.5870590209961
Max Relevance: 7.350757300628175e-07

Layer        : conv2_layer.2.weight
Sum Omega    : 85020.53125
Max Fisher   : 0.5559141635894775
Max Omega    : 15.580092430114746
Max Relevance: 0.0608861967921257

Layer        : fc1_layer.0.weight
Sum Omega    : 123719.0625
Max Fisher   : 0.08580061048269272
Max Omega    : 1.817507028579712
Max Relevance: 0.08299924433231354

Saving  mask (task#:5)
Task: 5 Train Epoch: 0 [0/5000 (0%)]	Loss: 2.530220
Task: 5 Train Epoch: 0 [1280/5000 (25%)]	Loss: 1.950110
Task: 5 Train Epoch: 0 [2560/5000 (50%)]	Loss: 1.926669
Task: 5 Train Epoch: 0 [3840/5000 (75%)]	Loss: 1.596513

Task: 5   Test set: Avg. loss: 0.0010, Accuracy: 642/1000(64%)

Task: 5 Train Epoch: 1 [0/5000 (0%)]	Loss: 1.393485
Task: 5 Train Epoch: 1 [1280/5000 (25%)]	Loss: 1.296324
Task: 5 Train Epoch: 1 [2560/5000 (50%)]	Loss: 1.440379
Task: 5 Train Epoch: 1 [3840/5000 (75%)]	Loss: 1.115359

Task: 5   Test set: Avg. loss: 0.0010, Accuracy: 679/1000(68%)

Task: 5 Train Epoch: 2 [0/5000 (0%)]	Loss: 1.202140
Task: 5 Train Epoch: 2 [1280/5000 (25%)]	Loss: 1.351289
Task: 5 Train Epoch: 2 [2560/5000 (50%)]	Loss: 1.190599
Task: 5 Train Epoch: 2 [3840/5000 (75%)]	Loss: 0.999889

Task: 5   Test set: Avg. loss: 0.0010, Accuracy: 676/1000(68%)

Task: 5 Train Epoch: 3 [0/5000 (0%)]	Loss: 1.460277
Task: 5 Train Epoch: 3 [1280/5000 (25%)]	Loss: 1.083025
Task: 5 Train Epoch: 3 [2560/5000 (50%)]	Loss: 1.052663
Task: 5 Train Epoch: 3 [3840/5000 (75%)]	Loss: 1.017254

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 687/1000(69%)

Task: 5 Train Epoch: 4 [0/5000 (0%)]	Loss: 1.177673
Task: 5 Train Epoch: 4 [1280/5000 (25%)]	Loss: 1.127608
Task: 5 Train Epoch: 4 [2560/5000 (50%)]	Loss: 0.959837
Task: 5 Train Epoch: 4 [3840/5000 (75%)]	Loss: 0.906223

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 687/1000(69%)

Task: 5 Train Epoch: 5 [0/5000 (0%)]	Loss: 0.927439
Task: 5 Train Epoch: 5 [1280/5000 (25%)]	Loss: 0.930368
Task: 5 Train Epoch: 5 [2560/5000 (50%)]	Loss: 0.812609
Task: 5 Train Epoch: 5 [3840/5000 (75%)]	Loss: 1.010355

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 690/1000(69%)

Task: 5 Train Epoch: 6 [0/5000 (0%)]	Loss: 1.088416
Task: 5 Train Epoch: 6 [1280/5000 (25%)]	Loss: 0.934470
Task: 5 Train Epoch: 6 [2560/5000 (50%)]	Loss: 0.923484
Task: 5 Train Epoch: 6 [3840/5000 (75%)]	Loss: 0.852416

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 699/1000(70%)

Task: 5 Train Epoch: 7 [0/5000 (0%)]	Loss: 1.131092
Task: 5 Train Epoch: 7 [1280/5000 (25%)]	Loss: 1.004354
Task: 5 Train Epoch: 7 [2560/5000 (50%)]	Loss: 1.046386
Task: 5 Train Epoch: 7 [3840/5000 (75%)]	Loss: 0.831333

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 705/1000(70%)

Task: 5 Train Epoch: 8 [0/5000 (0%)]	Loss: 0.865665
Task: 5 Train Epoch: 8 [1280/5000 (25%)]	Loss: 0.941524
Task: 5 Train Epoch: 8 [2560/5000 (50%)]	Loss: 0.831746
Task: 5 Train Epoch: 8 [3840/5000 (75%)]	Loss: 0.813172

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 709/1000(71%)

Task: 5 Train Epoch: 9 [0/5000 (0%)]	Loss: 0.758957
Task: 5 Train Epoch: 9 [1280/5000 (25%)]	Loss: 0.720693
Task: 5 Train Epoch: 9 [2560/5000 (50%)]	Loss: 0.575874
Task: 5 Train Epoch: 9 [3840/5000 (75%)]	Loss: 0.916834

Task: 5   Test set: Avg. loss: 0.0010, Accuracy: 689/1000(69%)

Task: 5 Train Epoch: 10 [0/5000 (0%)]	Loss: 1.210511
Task: 5 Train Epoch: 10 [1280/5000 (25%)]	Loss: 0.947309
Task: 5 Train Epoch: 10 [2560/5000 (50%)]	Loss: 0.785530
Task: 5 Train Epoch: 10 [3840/5000 (75%)]	Loss: 0.820431

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 713/1000(71%)

Task: 5 Train Epoch: 11 [0/5000 (0%)]	Loss: 0.658724
Task: 5 Train Epoch: 11 [1280/5000 (25%)]	Loss: 0.651691
Task: 5 Train Epoch: 11 [2560/5000 (50%)]	Loss: 0.650283
Task: 5 Train Epoch: 11 [3840/5000 (75%)]	Loss: 0.616567

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 711/1000(71%)

Task: 5 Train Epoch: 12 [0/5000 (0%)]	Loss: 0.615753
Task: 5 Train Epoch: 12 [1280/5000 (25%)]	Loss: 0.684818
Task: 5 Train Epoch: 12 [2560/5000 (50%)]	Loss: 0.628570
Task: 5 Train Epoch: 12 [3840/5000 (75%)]	Loss: 0.671342

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 699/1000(70%)

Task: 5 Train Epoch: 13 [0/5000 (0%)]	Loss: 0.717087
Task: 5 Train Epoch: 13 [1280/5000 (25%)]	Loss: 0.590929
Task: 5 Train Epoch: 13 [2560/5000 (50%)]	Loss: 0.806098
Task: 5 Train Epoch: 13 [3840/5000 (75%)]	Loss: 0.584422

Task: 5   Test set: Avg. loss: 0.0010, Accuracy: 691/1000(69%)

Task: 5 Train Epoch: 14 [0/5000 (0%)]	Loss: 0.872568
Task: 5 Train Epoch: 14 [1280/5000 (25%)]	Loss: 0.851525
Task: 5 Train Epoch: 14 [2560/5000 (50%)]	Loss: 0.675006
Task: 5 Train Epoch: 14 [3840/5000 (75%)]	Loss: 0.686507

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 721/1000(72%)

Task: 5 Train Epoch: 15 [0/5000 (0%)]	Loss: 0.732743
Task: 5 Train Epoch: 15 [1280/5000 (25%)]	Loss: 0.576864
Task: 5 Train Epoch: 15 [2560/5000 (50%)]	Loss: 0.710716
Task: 5 Train Epoch: 15 [3840/5000 (75%)]	Loss: 0.653488

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 715/1000(72%)

Task: 5 Train Epoch: 16 [0/5000 (0%)]	Loss: 0.696457
Task: 5 Train Epoch: 16 [1280/5000 (25%)]	Loss: 0.707903
Task: 5 Train Epoch: 16 [2560/5000 (50%)]	Loss: 0.685787
Task: 5 Train Epoch: 16 [3840/5000 (75%)]	Loss: 0.564675

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 715/1000(72%)

Task: 5 Train Epoch: 17 [0/5000 (0%)]	Loss: 0.641143
Task: 5 Train Epoch: 17 [1280/5000 (25%)]	Loss: 0.818097
Task: 5 Train Epoch: 17 [2560/5000 (50%)]	Loss: 0.475937
Task: 5 Train Epoch: 17 [3840/5000 (75%)]	Loss: 0.635889

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 721/1000(72%)

Task: 5 Train Epoch: 18 [0/5000 (0%)]	Loss: 0.472188
Task: 5 Train Epoch: 18 [1280/5000 (25%)]	Loss: 0.476930
Task: 5 Train Epoch: 18 [2560/5000 (50%)]	Loss: 0.609293
Task: 5 Train Epoch: 18 [3840/5000 (75%)]	Loss: 0.482433

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 724/1000(72%)

Task: 5 Train Epoch: 19 [0/5000 (0%)]	Loss: 0.642832
Task: 5 Train Epoch: 19 [1280/5000 (25%)]	Loss: 0.562962
Task: 5 Train Epoch: 19 [2560/5000 (50%)]	Loss: 0.576366
Task: 5 Train Epoch: 19 [3840/5000 (75%)]	Loss: 0.668589

Task: 5   Test set: Avg. loss: 0.0009, Accuracy: 734/1000(73%)

Task: 5 Train Epoch: 20 [0/5000 (0%)]	Loss: 0.584857
Task: 5 Train Epoch: 20 [1280/5000 (25%)]	Loss: 0.535385
